transaction_id,user_id,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
TXN02367,U02367,19,Male,3.75,2.3,0.3,0.89,7.13,69,158,4.89,Medium,Yes,None,0
TXN02368,U02368,25,Female,3.01,4.2,2.22,1.27,7.94,155,92,5.18,Medium,Yes,Severe,1
TXN02369,U02369,22,Female,4.77,5.63,0.29,1.95,5.68,51,141,6.96,Medium,Yes,Severe,1
TXN02370,U02370,28,Male,9.52,0.89,0.55,5.93,7.97,155,155,10.36,Low,Yes,Severe,1
TXN02371,U02371,20,Male,7.74,5.91,3.29,1.17,6.23,183,176,9.81,High,Yes,Moderate,1
TXN02372,U02372,24,Female,6.72,4.71,2.76,2.9,5.57,149,63,8.01,High,Yes,Severe,1
TXN02373,U02373,31,Male,5.47,5.1,0.59,4.8,7.5,202,161,7.81,High,Yes,Severe,1
TXN02374,U02374,35,Other,4.34,5.38,3.22,4.93,8.6,64,112,7.06,Low,No,Severe,1
TXN02375,U02375,28,Other,10.61,1.41,0.75,1.52,7.27,214,80,11.76,High,No,Moderate,1
TXN02376,U02376,31,Female,9.9,4.51,1.74,1.12,8.87,49,34,11.17,Low,Yes,Moderate,1
TXN02377,U02377,26,Other,3.22,4.39,0.1,3.59,6.66,235,100,4.51,Medium,Yes,Severe,1
TXN02378,U02378,23,Male,10.02,3.42,3.72,0.79,8.65,167,40,12.24,Low,No,Severe,1
TXN02379,U02379,32,Other,4.51,2.77,3.55,5.82,6.28,25,70,5.37,Medium,No,None,0
TXN02380,U02380,18,Female,4.58,2.26,2.63,3.74,8.78,139,73,6.88,High,Yes,Mild,0
TXN02381,U02381,28,Other,9.87,0.87,3.85,4.99,5.65,135,83,12.08,Low,Yes,Severe,1
TXN02382,U02382,24,Male,11.89,5.8,1.82,1.7,6.87,57,105,13.37,High,No,Severe,1
TXN02383,U02383,21,Male,4.44,5.71,1.17,5.18,5.42,27,18,6.3,Medium,No,Moderate,1
TXN02384,U02384,34,Female,9.29,3.68,0.66,1.89,7.37,55,145,10.96,Low,Yes,Moderate,1
TXN02385,U02385,34,Female,7.72,0.96,2.55,1.76,6.42,110,89,9.58,Low,Yes,Mild,0
TXN02386,U02386,22,Female,3.06,3.89,3.38,3.53,5.12,140,79,5.63,Low,No,None,0
TXN02387,U02387,31,Female,9.86,1.65,1.58,0.86,7.31,207,98,11.24,Low,Yes,Moderate,1
TXN02388,U02388,20,Male,3.29,1.13,1.21,3.46,5.65,52,47,4.86,Low,Yes,None,0
TXN02389,U02389,24,Other,6.77,5.98,0.54,1.82,4.67,210,150,7.85,High,Yes,Severe,1
TXN02390,U02390,22,Other,10.89,4.02,0.79,3.01,8.13,167,44,13.84,High,Yes,Moderate,1
TXN02391,U02391,21,Male,10.84,4.4,0.88,2.82,8.55,129,171,12.3,High,No,Severe,1
TXN02392,U02392,25,Male,4.86,0.51,1.5,5.5,4.79,24,114,5.61,Medium,No,Mild,0
TXN02393,U02393,18,Other,9.17,2.08,3.16,2.32,4.62,104,39,10.89,Medium,Yes,Severe,1
TXN02394,U02394,23,Other,7.64,3.72,1.18,1.15,4.53,229,19,9.78,Medium,No,Mild,0
TXN02395,U02395,24,Other,4.1,5.1,2.83,2.55,7.64,198,56,4.93,High,Yes,Severe,1
TXN02396,U02396,35,Female,4.74,3.01,1.78,2.17,6.07,89,29,7.63,High,No,Mild,0
TXN02397,U02397,23,Female,11.45,4.6,2.71,3.78,4.71,47,37,12.24,Medium,Yes,Severe,1
TXN02398,U02398,34,Other,9.17,5.09,1.85,4.37,6.98,65,117,9.77,Low,No,Severe,1
TXN02399,U02399,18,Other,11.72,0.61,3.63,2.47,8.56,248,144,12.24,High,No,Moderate,1
TXN02400,U02400,31,Other,3.61,5.39,3.37,5.05,5.09,175,71,5.03,High,No,Severe,1
TXN02401,U02401,29,Other,8.37,1.5,1.3,4.86,7.04,133,97,9.98,High,Yes,Moderate,1
TXN02402,U02402,24,Female,10.07,5.94,3.19,1.73,7.69,214,99,11.74,Low,No,Severe,1
TXN02403,U02403,21,Other,3.79,2.64,2.2,5.88,8.32,155,161,5.45,Low,Yes,Mild,0
TXN02404,U02404,23,Female,4.63,4.77,0.81,4.4,7.18,116,30,5.15,High,Yes,Severe,1
TXN02405,U02405,31,Female,9.13,0.89,2.69,4.0,8.5,170,173,11.43,Low,No,Severe,1
TXN02406,U02406,21,Male,9.66,4.61,2.92,3.65,7.9,142,162,12.37,High,Yes,Severe,1
TXN02407,U02407,28,Other,9.26,5.64,3.65,5.21,5.49,153,139,11.63,High,No,Moderate,1
TXN02408,U02408,29,Female,9.6,5.8,2.24,3.88,6.28,186,41,11.47,Medium,Yes,Severe,1
TXN02409,U02409,25,Female,3.46,5.5,2.27,4.05,6.62,147,165,4.67,High,No,Severe,1
TXN02410,U02410,32,Male,9.16,4.03,1.01,4.9,5.75,237,26,10.79,High,Yes,Severe,1
TXN02411,U02411,30,Other,8.76,5.59,1.14,1.78,7.96,232,105,11.74,Low,No,Moderate,1
TXN02412,U02412,26,Other,5.25,3.69,3.68,1.65,7.25,104,175,7.34,High,Yes,Mild,0
TXN02413,U02413,31,Female,6.27,5.2,1.8,4.66,8.65,147,99,7.81,High,Yes,Severe,1
TXN02414,U02414,34,Female,5.78,5.03,3.96,4.22,6.7,197,68,6.42,Medium,Yes,Severe,1
TXN02415,U02415,30,Other,3.85,5.57,2.55,1.56,7.46,184,175,4.36,High,Yes,Severe,1
TXN02416,U02416,23,Other,4.34,1.59,2.85,2.27,4.56,68,119,6.29,High,No,None,0
TXN02417,U02417,28,Female,9.14,0.74,0.75,0.98,9.0,55,115,10.43,Low,No,Moderate,1
TXN02418,U02418,28,Female,10.28,2.07,1.8,1.94,7.6,68,50,13.2,Low,No,Severe,1
TXN02419,U02419,20,Male,5.63,4.86,1.32,0.68,5.59,111,95,7.05,High,No,Moderate,1
TXN02420,U02420,19,Male,3.37,1.12,1.01,1.57,8.88,87,107,5.28,Medium,No,None,0
TXN02421,U02421,21,Other,7.96,1.87,2.65,1.01,7.36,142,18,10.57,Medium,Yes,Moderate,1
TXN02422,U02422,30,Female,3.93,1.35,3.48,5.48,6.93,80,176,4.5,Medium,No,Mild,0
TXN02423,U02423,35,Male,9.25,1.87,0.02,1.91,6.16,227,102,11.2,Low,Yes,Severe,1
TXN02424,U02424,28,Male,6.86,3.25,1.95,3.46,8.11,99,70,7.94,Low,No,Moderate,1
TXN02425,U02425,19,Other,5.37,5.03,0.14,3.36,7.62,231,77,6.87,Medium,Yes,Severe,1
TXN02426,U02426,18,Other,4.65,4.27,0.6,3.6,6.19,106,20,6.15,Medium,Yes,Severe,1
TXN02427,U02427,32,Other,3.21,4.47,3.82,4.23,5.28,34,68,5.17,Low,No,Severe,1
TXN02428,U02428,19,Other,7.11,3.8,3.58,5.52,6.22,206,33,8.99,Low,Yes,Mild,0
TXN02429,U02429,20,Male,9.67,1.37,3.68,4.81,7.24,48,15,12.3,Low,Yes,Severe,1
TXN02430,U02430,23,Male,4.56,2.8,3.46,5.44,5.07,57,145,5.64,Medium,No,Mild,0
TXN02431,U02431,32,Female,10.01,2.24,2.48,2.28,7.81,157,128,12.48,High,Yes,Moderate,1
TXN02432,U02432,24,Female,4.36,4.31,2.07,4.32,7.84,40,57,5.91,High,Yes,Severe,1
TXN02433,U02433,31,Other,9.33,2.51,2.32,1.26,8.46,145,119,9.86,High,No,Moderate,1
TXN02434,U02434,31,Other,10.98,5.73,1.76,4.32,5.66,229,102,11.92,Medium,Yes,Severe,1
TXN02435,U02435,32,Female,9.25,3.08,2.19,3.45,4.56,20,170,10.43,Medium,No,Severe,1
TXN02436,U02436,19,Other,11.95,0.98,3.62,3.33,7.23,59,154,13.22,Medium,Yes,Moderate,1
TXN02437,U02437,22,Male,11.04,4.28,0.28,4.04,6.2,50,127,11.61,Medium,Yes,Severe,1
TXN02438,U02438,34,Female,11.47,0.68,1.55,4.44,6.94,22,66,12.16,High,No,Severe,1
TXN02439,U02439,33,Other,11.72,3.67,1.47,0.85,6.6,154,63,14.46,Low,No,Moderate,1
TXN02440,U02440,29,Other,5.14,2.55,2.74,0.96,6.3,24,36,7.08,Low,No,None,0
TXN02441,U02441,32,Male,3.02,4.36,1.89,4.31,8.01,195,117,4.73,Low,No,Moderate,1
TXN02442,U02442,33,Other,7.21,1.07,3.8,3.09,5.78,92,72,8.27,High,No,Moderate,1
TXN02443,U02443,30,Other,7.08,1.33,3.65,2.77,7.51,103,32,7.81,High,Yes,Mild,0
TXN02444,U02444,33,Male,3.46,1.08,2.22,2.49,7.77,23,110,4.08,Medium,No,Mild,0
TXN02445,U02445,25,Other,9.33,3.9,0.13,0.57,7.54,178,135,10.74,High,No,Severe,1
TXN02446,U02446,32,Female,9.07,4.1,3.44,2.34,5.54,173,123,10.37,High,No,Severe,1
TXN02447,U02447,23,Male,6.12,2.61,2.71,3.89,7.84,191,57,6.76,Low,No,Moderate,1
TXN02448,U02448,29,Other,10.01,1.66,1.17,5.68,8.04,237,108,10.74,Low,Yes,Severe,1
TXN02449,U02449,25,Male,10.82,4.84,3.18,2.68,7.08,220,170,12.44,High,Yes,Severe,1
TXN02450,U02450,34,Other,5.88,3.23,0.35,4.88,5.86,188,26,8.38,High,No,Mild,0
TXN02451,U02451,34,Other,3.71,2.0,2.45,3.34,5.45,229,101,5.47,Low,No,None,0
TXN02452,U02452,29,Female,7.0,1.96,0.11,3.89,7.01,73,61,8.15,Low,No,Mild,0
TXN02453,U02453,21,Other,3.87,1.14,2.77,0.81,7.66,115,33,6.78,Medium,No,Mild,0
TXN02454,U02454,35,Other,9.01,4.5,2.39,5.0,4.84,111,162,10.54,High,Yes,Moderate,1
TXN02455,U02455,32,Male,9.51,1.59,1.1,5.65,6.89,244,25,12.22,Low,No,Severe,1
TXN02456,U02456,29,Other,8.55,5.72,2.65,1.24,6.01,104,90,10.42,Low,No,Moderate,1
TXN02457,U02457,22,Female,11.72,5.2,3.22,3.09,7.57,175,153,12.92,Medium,No,Moderate,1
TXN02458,U02458,23,Female,8.25,5.65,3.83,3.15,6.96,84,136,11.22,Low,Yes,Severe,1
TXN02459,U02459,20,Female,7.12,3.24,2.14,4.95,6.05,56,174,9.7,Low,No,Moderate,1
TXN02460,U02460,34,Female,7.67,3.9,2.36,3.48,6.57,140,99,8.9,Medium,No,Moderate,1
TXN02461,U02461,20,Male,5.12,0.52,3.67,5.59,5.11,168,69,6.66,Low,No,Mild,0
TXN02462,U02462,32,Female,6.0,5.95,3.95,3.7,5.63,249,78,7.79,Low,Yes,Moderate,1
TXN02463,U02463,34,Other,5.58,2.12,2.42,2.82,8.05,109,119,6.38,Low,No,Mild,0
TXN02464,U02464,30,Other,4.22,1.23,3.69,5.27,4.78,227,134,4.79,Medium,No,Mild,0
TXN02465,U02465,18,Male,10.8,5.82,0.41,0.69,7.68,135,177,13.61,Low,Yes,Moderate,1
TXN02466,U02466,32,Female,11.64,1.47,3.54,4.08,7.88,145,32,13.48,High,Yes,Severe,1
TXN02467,U02467,32,Other,10.85,2.44,0.75,0.84,8.13,53,175,11.54,High,Yes,Severe,1
TXN02468,U02468,23,Other,8.02,3.19,3.03,0.76,6.28,39,96,10.26,Medium,No,Severe,1
TXN02469,U02469,30,Male,6.39,2.45,1.3,5.08,4.86,27,57,8.46,High,Yes,Moderate,1
TXN02470,U02470,20,Other,11.44,5.53,2.09,3.47,6.45,30,95,14.03,High,No,Severe,1
TXN02471,U02471,34,Male,9.85,1.47,2.01,1.36,7.62,156,88,11.47,Low,No,Moderate,1
TXN02472,U02472,25,Other,3.71,1.71,2.7,4.98,6.93,241,132,4.44,High,Yes,None,0
TXN02473,U02473,23,Male,11.26,1.64,1.73,2.6,6.46,95,47,13.73,High,No,Severe,1
TXN02474,U02474,31,Male,11.5,4.36,3.11,1.52,5.15,138,111,14.45,High,Yes,Moderate,1
TXN02475,U02475,34,Female,11.95,3.16,2.24,5.07,6.47,40,16,13.47,High,Yes,Moderate,1
TXN02476,U02476,29,Female,10.32,4.65,3.91,4.0,6.16,82,102,13.05,Low,Yes,Moderate,1
TXN02477,U02477,33,Male,8.8,4.72,0.22,2.32,6.03,111,164,10.47,Low,Yes,Severe,1
TXN02478,U02478,22,Female,4.53,2.39,3.7,2.96,8.6,99,56,7.0,Low,Yes,Mild,0
TXN02479,U02479,28,Male,5.61,2.76,2.41,4.84,7.58,168,130,8.34,Medium,Yes,Mild,0
TXN02480,U02480,21,Male,6.74,5.84,2.15,5.75,6.12,169,122,8.83,Medium,No,Severe,1
TXN02481,U02481,34,Other,6.52,4.83,3.5,2.59,4.55,91,146,8.7,Medium,No,Severe,1
TXN02482,U02482,25,Male,4.87,4.41,2.49,0.89,7.6,92,154,6.88,Medium,No,Severe,1
TXN02483,U02483,18,Female,8.93,2.83,0.65,4.23,5.68,100,164,11.53,High,No,Moderate,1
TXN02484,U02484,26,Other,3.29,2.77,2.54,3.77,5.43,41,47,6.15,Low,Yes,None,0
TXN02485,U02485,34,Female,3.26,1.15,2.89,3.28,4.91,214,111,4.12,Low,Yes,Mild,0
TXN02486,U02486,35,Female,8.62,2.26,3.55,4.76,4.84,158,19,11.49,Medium,Yes,Moderate,1
TXN02487,U02487,26,Female,10.54,1.59,1.61,0.62,7.36,135,140,11.45,Medium,Yes,Severe,1
TXN02488,U02488,29,Other,8.47,4.13,1.47,4.33,7.12,249,90,9.85,Medium,No,Severe,1
TXN02489,U02489,29,Male,11.79,0.64,1.37,5.43,5.58,181,114,12.63,High,Yes,Severe,1
TXN02490,U02490,27,Other,7.63,5.31,3.83,2.07,4.83,77,174,8.99,Low,No,Moderate,1
TXN02491,U02491,29,Male,4.29,5.63,3.77,5.42,7.98,185,143,5.2,Low,No,Severe,1
TXN02492,U02492,20,Other,8.49,4.4,0.37,5.08,6.18,95,90,9.79,Low,Yes,Moderate,1
TXN02493,U02493,22,Other,7.26,2.62,2.49,1.94,5.41,151,155,8.11,Low,Yes,Moderate,1
TXN02494,U02494,25,Male,4.55,5.65,3.14,4.56,5.78,93,17,6.89,Low,Yes,Severe,1
TXN02495,U02495,27,Female,8.8,4.87,0.09,1.88,5.29,203,37,11.36,Low,No,Moderate,1
TXN02496,U02496,33,Male,8.15,3.71,0.24,0.65,8.66,142,170,10.93,Low,Yes,Moderate,1
TXN02497,U02497,28,Other,5.72,0.54,2.21,3.77,8.8,220,44,6.73,Medium,Yes,Mild,0
TXN02498,U02498,29,Female,7.26,1.61,2.4,4.27,6.45,65,133,8.83,Medium,Yes,Mild,0
TXN02499,U02499,25,Male,5.61,1.21,3.07,1.33,7.98,178,37,8.32,High,Yes,None,0
TXN02500,U02500,19,Other,3.83,3.76,1.22,0.69,7.28,174,27,5.72,High,Yes,Mild,0
TXN02501,U02501,31,Male,5.72,2.48,0.75,5.03,4.98,167,166,6.31,Low,Yes,None,0
TXN02502,U02502,28,Male,6.53,3.59,3.27,1.64,6.49,58,74,8.93,High,No,Moderate,1
TXN02503,U02503,27,Other,11.76,4.41,2.78,0.88,6.68,22,70,13.99,High,Yes,Moderate,1
TXN02504,U02504,33,Other,5.62,2.27,3.47,1.12,7.75,220,55,6.18,Low,No,Mild,0
TXN02505,U02505,29,Female,6.87,5.77,0.31,5.42,6.64,120,103,7.52,High,No,Severe,1
TXN02506,U02506,22,Other,6.22,5.23,1.84,1.74,8.21,213,68,7.01,Low,Yes,Severe,1
TXN02507,U02507,34,Male,9.55,1.01,3.89,4.2,8.89,34,95,11.98,High,No,Moderate,1
TXN02508,U02508,30,Other,10.74,1.63,1.7,5.28,4.6,108,167,12.76,Medium,No,Severe,1
TXN02509,U02509,25,Male,10.75,1.25,3.06,1.7,6.58,27,141,11.52,High,No,Moderate,1
TXN02510,U02510,33,Other,10.8,0.86,2.62,3.58,5.39,66,70,12.05,Low,No,Severe,1
TXN02511,U02511,33,Male,5.64,5.35,2.17,3.39,5.37,244,58,6.75,Medium,Yes,Severe,1
TXN02512,U02512,22,Female,7.72,5.39,3.65,5.11,5.14,115,155,10.58,High,No,Severe,1
TXN02513,U02513,21,Female,4.9,4.73,3.58,5.75,8.02,74,94,6.7,Low,Yes,Severe,1
TXN02514,U02514,35,Female,8.05,1.63,2.84,1.57,8.45,235,177,9.03,Low,Yes,Moderate,1
TXN02515,U02515,25,Female,6.7,2.91,2.08,2.77,8.54,90,147,8.28,Medium,No,Mild,0
TXN02516,U02516,25,Male,7.42,0.99,0.15,1.75,6.56,108,58,9.36,Medium,No,Mild,0
TXN02517,U02517,26,Other,6.23,2.16,2.05,1.11,7.99,84,35,7.65,Low,Yes,Moderate,1
TXN02518,U02518,24,Male,9.33,5.4,0.29,3.46,5.03,98,113,12.12,Low,No,Moderate,1
TXN02519,U02519,34,Other,8.47,2.7,2.99,4.8,6.04,201,176,9.64,Medium,No,Moderate,1
TXN02520,U02520,30,Male,7.51,1.86,2.03,1.91,8.32,219,74,9.26,Low,No,Mild,0
TXN02521,U02521,27,Male,10.9,4.22,2.53,2.23,8.96,236,160,12.29,Medium,No,Moderate,1
TXN02522,U02522,25,Other,11.93,5.18,0.37,5.75,7.4,55,53,13.67,Low,Yes,Severe,1
TXN02523,U02523,33,Other,11.16,4.28,2.76,4.08,7.77,216,128,13.52,Low,No,Moderate,1
TXN02524,U02524,29,Male,8.92,5.31,3.77,2.29,7.56,135,20,11.87,High,Yes,Severe,1
TXN02525,U02525,20,Other,6.66,5.55,1.44,3.49,4.81,125,81,9.3,Low,Yes,Severe,1
TXN02526,U02526,26,Other,8.06,1.54,2.98,3.11,6.59,23,122,8.99,Medium,No,Severe,1
TXN02527,U02527,21,Other,5.74,1.5,3.82,1.9,7.26,119,124,7.68,Medium,Yes,None,0
TXN02528,U02528,33,Other,10.58,4.34,1.41,2.89,6.64,63,143,11.1,Low,Yes,Severe,1
TXN02529,U02529,20,Female,8.84,2.96,1.08,3.04,7.48,92,96,10.8,Low,No,Moderate,1
TXN02530,U02530,24,Male,7.96,5.03,1.69,5.5,6.81,144,38,10.18,High,Yes,Moderate,1
TXN02531,U02531,32,Other,3.11,3.56,3.78,1.19,7.7,92,177,5.25,Medium,No,None,0
TXN02532,U02532,25,Female,3.37,1.99,4.0,5.71,7.05,163,87,4.09,Medium,Yes,None,0
TXN02533,U02533,29,Female,9.96,4.83,3.55,5.41,5.41,74,138,10.88,High,No,Severe,1
TXN02534,U02534,33,Male,8.16,3.55,2.64,0.77,5.12,246,98,9.61,High,No,Severe,1
TXN02535,U02535,20,Other,6.07,3.58,3.53,4.51,4.79,154,134,8.97,High,No,Mild,0
TXN02536,U02536,18,Other,7.39,3.67,0.46,2.79,4.84,122,80,8.53,High,Yes,Mild,0
TXN02537,U02537,34,Other,5.17,4.67,1.83,4.9,5.28,216,92,7.85,Medium,Yes,Severe,1
TXN02538,U02538,23,Other,5.17,6.0,2.68,5.84,7.02,234,141,6.82,Low,No,Moderate,1
TXN02539,U02539,22,Female,6.07,1.45,3.73,1.36,7.88,206,157,8.64,High,Yes,Mild,0
TXN02540,U02540,33,Other,8.15,3.72,2.46,4.16,6.35,24,52,10.0,Medium,Yes,Moderate,1
TXN02541,U02541,29,Other,7.13,2.75,1.61,5.04,6.88,47,15,9.7,Low,No,Mild,0
TXN02542,U02542,18,Male,7.02,4.96,1.95,4.77,6.87,151,121,9.82,High,No,Moderate,1
TXN02543,U02543,19,Other,7.49,5.12,3.01,0.69,8.84,247,146,8.58,High,No,Moderate,1
TXN02544,U02544,31,Female,7.43,2.17,1.76,2.75,7.58,177,119,8.8,Medium,No,Moderate,1
TXN02545,U02545,30,Other,5.85,1.23,1.88,2.48,5.74,217,168,7.62,High,Yes,Mild,0
TXN02546,U02546,26,Female,7.49,3.68,0.01,5.56,4.68,98,100,9.9,Low,Yes,Mild,0
TXN02547,U02547,23,Male,6.57,5.95,0.9,1.69,8.3,119,80,7.93,Medium,No,Moderate,1
TXN02548,U02548,18,Female,8.51,4.44,0.13,5.96,7.89,229,81,10.95,Low,No,Moderate,1
TXN02549,U02549,20,Other,6.89,2.39,2.59,1.99,6.3,142,109,7.7,Medium,Yes,Moderate,1
TXN02550,U02550,18,Female,3.56,4.89,3.36,5.34,6.3,216,119,5.56,Low,Yes,Moderate,1
TXN02551,U02551,31,Male,5.07,5.96,0.52,3.43,6.1,122,55,7.5,High,Yes,Severe,1
TXN02552,U02552,25,Other,7.48,1.47,1.35,3.69,4.96,79,73,9.77,High,Yes,Mild,0
TXN02553,U02553,27,Other,4.28,1.64,3.74,0.69,7.84,22,83,5.27,Low,Yes,None,0
TXN02554,U02554,35,Female,10.99,3.33,2.13,2.52,7.36,41,47,12.39,Medium,Yes,Severe,1
TXN02555,U02555,25,Other,6.96,3.76,3.2,4.03,6.17,195,44,8.65,Medium,No,Mild,0
TXN02556,U02556,30,Other,5.66,5.14,1.43,2.16,8.24,56,39,7.08,High,Yes,Severe,1
TXN02557,U02557,23,Other,6.92,0.67,0.83,1.3,8.21,70,180,9.84,High,No,Moderate,1
TXN02558,U02558,24,Other,5.37,5.79,2.1,3.56,7.36,166,24,6.42,Medium,No,Moderate,1
TXN02559,U02559,24,Male,3.72,2.55,0.95,1.02,6.79,213,163,6.28,Medium,No,Mild,0
TXN02560,U02560,18,Male,4.15,0.56,1.74,5.32,7.81,154,118,6.24,Low,No,Mild,0
TXN02561,U02561,27,Other,7.45,3.09,3.48,5.06,7.1,156,124,8.57,High,No,Mild,0
TXN02562,U02562,18,Other,5.08,2.34,1.24,5.21,6.22,59,41,6.39,High,No,None,0
TXN02563,U02563,32,Other,5.65,3.65,3.94,1.75,7.22,177,101,8.44,Medium,Yes,None,0
TXN02564,U02564,29,Male,5.88,4.59,1.66,2.9,7.48,114,65,6.57,Low,No,Moderate,1
TXN02565,U02565,19,Female,4.35,5.19,0.06,1.31,8.13,139,67,5.8,Medium,Yes,Moderate,1
TXN02566,U02566,30,Other,8.91,3.04,2.88,5.05,5.27,206,67,10.12,High,No,Severe,1
TXN02567,U02567,24,Other,8.39,0.86,2.67,0.53,4.93,51,23,10.4,Medium,No,Severe,1
TXN02568,U02568,18,Other,9.73,1.64,3.44,1.35,5.89,213,129,12.16,High,Yes,Severe,1
TXN02569,U02569,29,Male,8.53,3.97,1.12,3.16,6.44,34,172,10.71,High,Yes,Severe,1
TXN02570,U02570,31,Other,5.63,5.66,2.83,4.14,7.37,163,42,6.17,Medium,No,Moderate,1
TXN02571,U02571,26,Male,6.77,5.79,3.34,1.9,6.72,74,74,8.62,High,Yes,Severe,1
TXN02572,U02572,34,Female,11.49,0.66,1.33,2.9,8.63,42,156,12.47,High,No,Severe,1
TXN02573,U02573,20,Other,8.34,5.57,2.16,1.8,6.5,82,82,9.73,High,No,Severe,1
TXN02574,U02574,24,Female,7.53,2.67,2.99,0.82,5.58,150,161,9.64,High,No,Moderate,1
TXN02575,U02575,23,Other,5.39,1.72,3.1,1.78,5.63,123,167,6.71,Low,Yes,None,0
TXN02576,U02576,29,Female,6.5,5.02,2.02,0.85,6.85,31,68,7.83,Medium,No,Severe,1
TXN02577,U02577,31,Female,3.01,2.15,3.21,1.67,6.31,132,85,4.66,High,Yes,None,0
TXN02578,U02578,20,Other,4.68,1.14,1.35,5.92,5.57,167,118,6.93,Medium,No,None,0
TXN02579,U02579,19,Male,3.38,5.06,0.49,3.37,5.5,75,110,4.21,High,No,Severe,1
TXN02580,U02580,21,Male,10.33,3.34,1.26,0.5,8.38,62,165,11.68,Medium,Yes,Moderate,1
TXN02581,U02581,18,Other,3.62,5.21,3.24,5.21,4.93,158,38,6.4,High,Yes,Severe,1
TXN02582,U02582,20,Other,8.38,3.84,3.08,1.14,8.61,180,110,8.97,Medium,No,Moderate,1
TXN02583,U02583,21,Female,9.05,4.57,2.37,5.08,7.09,156,127,9.75,Medium,No,Moderate,1
TXN02584,U02584,18,Female,7.83,4.03,2.44,1.31,8.33,201,56,10.21,High,No,Moderate,1
TXN02585,U02585,21,Male,8.4,0.96,3.85,1.71,8.16,39,64,9.6,Medium,Yes,Moderate,1
TXN02586,U02586,26,Male,3.37,0.79,3.97,1.67,8.43,38,135,5.11,High,No,Mild,0
TXN02587,U02587,32,Other,5.29,0.54,1.6,0.88,8.63,66,121,7.76,High,Yes,None,0
TXN02588,U02588,25,Male,11.25,5.97,2.37,5.07,8.74,129,96,12.98,Low,Yes,Moderate,1
TXN02589,U02589,35,Male,6.88,5.07,0.25,0.95,5.05,206,48,9.54,High,Yes,Moderate,1
TXN02590,U02590,19,Female,4.64,2.46,3.5,3.29,6.73,204,49,5.29,Low,Yes,None,0
TXN02591,U02591,28,Other,8.4,3.55,2.75,4.36,8.98,228,41,11.01,High,No,Moderate,1
TXN02592,U02592,30,Other,10.74,0.77,1.15,0.67,5.23,36,51,13.13,Low,No,Moderate,1
TXN02593,U02593,21,Other,6.64,2.01,0.41,4.29,7.01,23,79,7.78,Medium,Yes,Mild,0
TXN02594,U02594,33,Female,11.16,1.91,3.22,3.53,5.56,128,159,12.47,Medium,No,Moderate,1
TXN02595,U02595,18,Female,8.32,4.96,2.96,5.06,8.6,28,120,10.89,High,No,Severe,1
TXN02596,U02596,30,Other,6.89,3.57,2.74,4.01,8.62,109,161,9.02,Medium,No,Mild,0
TXN02597,U02597,26,Other,3.7,1.29,2.47,0.59,7.29,136,128,6.47,Low,No,None,0
TXN02598,U02598,35,Male,5.59,2.73,1.56,0.97,7.2,108,64,6.2,Medium,No,Mild,0
TXN02599,U02599,34,Male,11.82,2.7,1.88,2.11,7.7,247,147,13.12,Low,Yes,Severe,1
TXN02600,U02600,32,Female,11.62,0.97,3.03,2.63,7.96,158,117,13.21,Low,No,Moderate,1
TXN02601,U02601,30,Female,10.89,3.77,2.53,4.82,6.36,186,26,11.7,Medium,No,Moderate,1
TXN02602,U02602,33,Male,10.39,2.12,0.63,5.43,8.2,147,48,11.41,High,Yes,Severe,1
TXN02603,U02603,26,Male,4.61,1.62,0.61,5.05,6.26,28,15,6.41,High,No,Mild,0
TXN02604,U02604,32,Male,4.62,2.49,3.4,2.37,5.18,180,107,7.39,Low,No,None,0
TXN02605,U02605,24,Male,9.47,3.33,1.49,2.78,5.98,232,174,10.54,High,Yes,Moderate,1
TXN02606,U02606,22,Female,9.53,4.41,0.03,0.97,5.16,244,163,10.71,Medium,Yes,Moderate,1
TXN02607,U02607,20,Other,5.53,0.67,3.61,5.59,6.68,76,82,7.77,Low,No,Mild,0
TXN02608,U02608,35,Other,4.36,5.31,0.18,1.32,8.68,129,150,5.23,Low,Yes,Severe,1
TXN02609,U02609,34,Female,3.73,1.1,0.06,0.73,7.56,118,53,6.38,Low,No,Mild,0
TXN02610,U02610,34,Female,9.95,4.65,1.74,1.69,6.0,149,136,11.58,Medium,No,Moderate,1
TXN02611,U02611,24,Female,9.91,2.15,2.09,3.43,5.38,213,141,12.47,Low,No,Severe,1
TXN02612,U02612,23,Male,4.15,2.27,1.31,0.87,6.6,154,157,6.54,High,Yes,Mild,0
TXN02613,U02613,25,Female,5.27,2.51,2.22,3.4,6.8,140,55,5.79,Medium,No,Mild,0
TXN02614,U02614,31,Other,6.42,2.58,0.18,1.21,6.96,146,91,7.72,High,No,Mild,0
TXN02615,U02615,22,Female,3.5,3.1,0.83,4.26,8.2,203,114,5.39,High,Yes,None,0
TXN02616,U02616,22,Other,6.57,1.02,2.62,3.14,5.83,250,36,7.71,Medium,Yes,Mild,0
TXN02617,U02617,21,Female,3.14,2.63,1.11,2.07,5.14,221,167,4.59,Medium,No,Mild,0
TXN02618,U02618,26,Male,11.38,1.67,2.38,3.87,6.65,227,46,13.59,Medium,Yes,Moderate,1
